id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,churn,promotion_last_5years,dept,salary,sat_level_cluster,last_eval_cluster,avg_month_hr_cluster,satisfaction_level^1xlast_evaluation^1,satisfaction_level^1xnumber_project^1,satisfaction_level^1xaverage_montly_hours^1,satisfaction_level^1xtime_spend_company^1,last_evaluation^1xnumber_project^1,last_evaluation^1xaverage_montly_hours^1,last_evaluation^1xtime_spend_company^1,number_project^1xaverage_montly_hours^1,number_project^1xtime_spend_company^1,average_montly_hours^1xtime_spend_company^1
5522,0.78,0.83,4,252,2,0,0,1,sales,high,satisfied,high performance,high hr,0.6474,3.12,196.56,1.56,3.32,209.16,1.66,1008.0,8.0,504.0
5523,0.62,0.43,2,106,2,0,0,1,sales,high,satisfied,low performance,low hr,0.2666,1.24,65.72,1.24,0.86,45.58,0.86,212.0,4.0,212.0
5524,0.64,0.38,5,171,6,1,0,1,accounting,high,satisfied,low performance,low hr,0.2432,3.2,109.44,3.84,1.9,64.98,2.2800000000000002,855.0,30.0,1026.0
5525,0.24,0.5,4,232,3,0,0,1,accounting,high,very unsatisfied,low performance,high hr,0.12,0.96,55.68,0.72,2.0,116.0,1.5,928.0,12.0,696.0
5526,0.84,0.78,5,172,2,0,0,1,accounting,high,very satisfied,high performance,low hr,0.6552,4.2,144.48,1.68,3.9000000000000004,134.16,1.56,860.0,10.0,344.0
5527,0.61,0.61,4,239,2,0,0,1,hr,high,satisfied,average performance,high hr,0.3721,2.44,145.79,1.22,2.44,145.79,1.22,956.0,8.0,478.0
5528,0.79,0.71,4,222,3,0,0,1,hr,high,very satisfied,average performance,med hr,0.5609,3.16,175.38,2.37,2.84,157.62,2.13,888.0,12.0,666.0
5529,0.86,0.77,3,152,3,0,0,1,hr,low,very satisfied,high performance,low hr,0.6622,2.58,130.72,2.58,2.31,117.04,2.31,456.0,9.0,456.0
5530,0.7,0.54,3,198,3,1,0,1,hr,low,satisfied,low performance,med hr,0.378,2.0999999999999996,138.6,2.0999999999999996,1.62,106.92,1.62,594.0,9.0,594.0
5531,0.53,0.76,5,143,4,0,0,1,technical,low,unsatisfied,high performance,low hr,0.40280000000000005,2.6500000000000004,75.79,2.12,3.8,108.68,3.04,715.0,20.0,572.0
5532,0.58,0.88,3,157,4,0,0,1,technical,low,satisfied,very high performance,low hr,0.5104,1.7399999999999998,91.05999999999999,2.32,2.64,138.16,3.52,471.0,12.0,628.0
5533,0.45,0.55,5,268,2,0,0,0,technical,low,unsatisfied,low performance,high hr,0.24750000000000003,2.25,120.60000000000001,0.9,2.75,147.4,1.1,1340.0,10.0,536.0
5534,0.86,0.87,4,183,3,0,0,0,technical,low,very satisfied,very high performance,med hr,0.7482,3.44,157.38,2.58,3.48,159.21,2.61,732.0,12.0,549.0
5535,0.95,0.81,4,238,2,0,0,0,technical,low,very satisfied,high performance,high hr,0.7695,3.8,226.1,1.9,3.24,192.78,1.62,952.0,8.0,476.0
5536,0.51,0.84,4,214,2,0,0,0,technical,low,unsatisfied,high performance,med hr,0.4284,2.04,109.14,1.02,3.36,179.76,1.68,856.0,8.0,428.0
5537,0.35,0.41,6,244,3,0,0,0,technical,low,unsatisfied,low performance,high hr,0.1435,2.0999999999999996,85.39999999999999,1.0499999999999998,2.46,100.03999999999999,1.23,1464.0,18.0,732.0
5538,0.99,0.57,3,221,3,0,0,0,technical,low,very satisfied,low performance,med hr,0.5642999999999999,2.9699999999999998,218.79,2.9699999999999998,1.71,125.96999999999998,1.71,663.0,9.0,663.0
5539,0.73,0.49,4,200,2,1,0,0,technical,low,satisfied,low performance,med hr,0.35769999999999996,2.92,146.0,1.46,1.96,98.0,0.98,800.0,8.0,400.0
5540,0.44,0.48,2,226,3,0,0,0,technical,low,unsatisfied,low performance,med hr,0.2112,0.88,99.44,1.32,0.96,108.47999999999999,1.44,452.0,6.0,678.0
5541,0.43,0.74,4,121,5,1,0,0,technical,low,unsatisfied,high performance,low hr,0.3182,1.72,52.03,2.15,2.96,89.53999999999999,3.7,484.0,20.0,605.0
5542,0.81,0.77,5,249,2,0,0,0,support,low,very satisfied,high performance,high hr,0.6237,4.050000000000001,201.69000000000003,1.62,3.85,191.73000000000002,1.54,1245.0,10.0,498.0
5543,0.77,0.83,3,204,3,0,0,0,support,low,satisfied,high performance,med hr,0.6391,2.31,157.08,2.31,2.4899999999999998,169.32,2.4899999999999998,612.0,9.0,612.0
5544,0.52,0.86,5,256,3,0,0,0,support,medium,unsatisfied,very high performance,high hr,0.4472,2.6,133.12,1.56,4.3,220.16,2.58,1280.0,15.0,768.0
5545,0.21,0.92,2,211,2,0,0,0,support,medium,very unsatisfied,very high performance,med hr,0.1932,0.42,44.309999999999995,0.42,1.84,194.12,1.84,422.0,4.0,422.0
5546,0.88,0.93,3,162,3,0,0,0,support,medium,very satisfied,very high performance,low hr,0.8184,2.64,142.56,2.64,2.79,150.66,2.79,486.0,9.0,486.0
5547,0.48,0.8,5,235,2,0,0,0,support,medium,unsatisfied,high performance,high hr,0.384,2.4,112.8,0.96,4.0,188.0,1.6,1175.0,10.0,470.0
5548,0.21,0.63,5,226,3,0,0,0,support,medium,very unsatisfied,average performance,med hr,0.1323,1.05,47.46,0.63,3.15,142.38,1.8900000000000001,1130.0,15.0,678.0
5549,0.81,0.53,4,242,3,0,0,0,support,medium,very satisfied,low performance,high hr,0.42930000000000007,3.24,196.02,2.43,2.12,128.26000000000002,1.59,968.0,12.0,726.0
5550,0.38,0.77,3,173,5,0,0,0,support,medium,unsatisfied,high performance,low hr,0.2926,1.1400000000000001,65.74,1.9,2.31,133.21,3.85,519.0,15.0,865.0
5551,0.67,0.77,5,167,2,0,0,0,support,medium,satisfied,high performance,low hr,0.5159,3.35,111.89,1.34,3.85,128.59,1.54,835.0,10.0,334.0
5552,0.87,0.94,4,256,2,0,0,0,support,medium,very satisfied,very high performance,high hr,0.8178,3.48,222.72,1.74,3.76,240.64,1.88,1024.0,8.0,512.0
5553,0.85,0.41,2,229,6,0,0,0,technical,medium,very satisfied,low performance,med hr,0.3485,1.7,194.65,5.1,0.82,93.89,2.46,458.0,12.0,1374.0
5554,0.52,0.9,5,176,3,0,0,0,technical,medium,unsatisfied,very high performance,med hr,0.468,2.6,91.52000000000001,1.56,4.5,158.4,2.7,880.0,15.0,528.0
5555,0.9,0.95,3,133,4,0,0,0,technical,medium,very satisfied,very high performance,low hr,0.855,2.7,119.7,3.6,2.8499999999999996,126.35,3.8,399.0,12.0,532.0
5556,0.85,0.56,5,203,3,0,0,0,management,high,very satisfied,low performance,med hr,0.47600000000000003,4.25,172.54999999999998,2.55,2.8000000000000003,113.68,1.6800000000000002,1015.0,15.0,609.0
5557,0.77,0.52,3,210,3,1,0,0,IT,high,satisfied,low performance,med hr,0.40040000000000003,2.31,161.70000000000002,2.31,1.56,109.2,1.56,630.0,9.0,630.0
5558,0.61,0.97,4,198,2,0,0,0,IT,high,satisfied,very high performance,med hr,0.5917,2.44,120.78,1.22,3.88,192.06,1.94,792.0,8.0,396.0
5559,0.74,0.54,3,175,3,1,0,0,IT,high,satisfied,low performance,med hr,0.3996,2.2199999999999998,129.5,2.2199999999999998,1.62,94.5,1.62,525.0,9.0,525.0
5560,0.56,0.85,5,245,3,0,0,0,IT,high,unsatisfied,high performance,high hr,0.47600000000000003,2.8000000000000003,137.20000000000002,1.6800000000000002,4.25,208.25,2.55,1225.0,15.0,735.0
5561,0.28,0.97,4,102,3,0,0,0,IT,high,very unsatisfied,very high performance,low hr,0.2716,1.12,28.560000000000002,0.8400000000000001,3.88,98.94,2.91,408.0,12.0,306.0
5562,0.86,0.68,2,192,3,0,0,0,product_mng,high,very satisfied,average performance,med hr,0.5848,1.72,165.12,2.58,1.36,130.56,2.04,384.0,6.0,576.0
5563,0.63,0.78,4,160,2,0,0,0,product_mng,high,satisfied,high performance,low hr,0.4914,2.52,100.8,1.26,3.12,124.80000000000001,1.56,640.0,8.0,320.0
5564,0.85,0.96,3,211,2,0,0,0,product_mng,low,very satisfied,very high performance,med hr,0.816,2.55,179.35,1.7,2.88,202.56,1.92,633.0,6.0,422.0
5565,0.84,0.84,6,261,5,0,0,0,product_mng,low,very satisfied,high performance,high hr,0.7055999999999999,5.04,219.23999999999998,4.2,5.04,219.23999999999998,4.2,1566.0,30.0,1305.0
5566,0.98,0.6,4,191,3,0,0,0,IT,low,very satisfied,average performance,med hr,0.588,3.92,187.18,2.94,2.4,114.6,1.7999999999999998,764.0,12.0,573.0
5567,0.51,0.78,5,225,4,0,0,0,RandD,low,unsatisfied,high performance,med hr,0.39780000000000004,2.55,114.75,2.04,3.9000000000000004,175.5,3.12,1125.0,20.0,900.0
5568,0.71,0.85,4,157,2,0,0,0,RandD,low,satisfied,high performance,low hr,0.6034999999999999,2.84,111.47,1.42,3.4,133.45,1.7,628.0,8.0,314.0
5569,0.88,0.69,3,248,4,0,0,0,RandD,low,very satisfied,average performance,high hr,0.6072,2.64,218.24,3.52,2.07,171.11999999999998,2.76,744.0,12.0,992.0
5570,0.16,0.81,2,159,6,1,0,0,RandD,low,very unsatisfied,high performance,low hr,0.12960000000000002,0.32,25.44,0.96,1.62,128.79000000000002,4.86,318.0,12.0,954.0
5571,0.98,0.86,4,254,2,1,0,0,RandD,low,very satisfied,very high performance,high hr,0.8428,3.92,248.92,1.96,3.44,218.44,1.72,1016.0,8.0,508.0
5572,0.81,0.76,3,203,3,0,0,0,RandD,medium,very satisfied,high performance,med hr,0.6156,2.43,164.43,2.43,2.2800000000000002,154.28,2.2800000000000002,609.0,9.0,609.0
5573,0.17,0.79,2,126,5,0,0,0,marketing,medium,very unsatisfied,high performance,low hr,0.1343,0.34,21.42,0.8500000000000001,1.58,99.54,3.95,252.0,10.0,630.0
5574,0.22,0.65,6,212,4,0,0,0,sales,medium,very unsatisfied,average performance,med hr,0.14300000000000002,1.32,46.64,0.88,3.9000000000000004,137.8,2.6,1272.0,24.0,848.0
5575,0.67,0.69,5,225,3,0,0,0,accounting,medium,satisfied,average performance,med hr,0.4623,3.35,150.75,2.0100000000000002,3.4499999999999997,155.25,2.07,1125.0,15.0,675.0
5576,0.72,0.83,5,193,2,0,0,0,support,medium,satisfied,high performance,med hr,0.5975999999999999,3.5999999999999996,138.96,1.44,4.1499999999999995,160.19,1.66,965.0,10.0,386.0
5577,0.67,0.91,3,147,3,0,0,0,technical,medium,satisfied,very high performance,low hr,0.6097,2.0100000000000002,98.49000000000001,2.0100000000000002,2.73,133.77,2.73,441.0,9.0,441.0
5578,0.47,0.55,2,156,2,0,0,0,management,medium,unsatisfied,low performance,low hr,0.2585,0.94,73.32,0.94,1.1,85.80000000000001,1.1,312.0,4.0,312.0
5579,0.51,0.75,3,234,2,1,0,0,marketing,medium,unsatisfied,high performance,high hr,0.3825,1.53,119.34,1.02,2.25,175.5,1.5,702.0,6.0,468.0
5580,0.88,0.71,5,246,3,0,0,0,marketing,medium,very satisfied,average performance,high hr,0.6248,4.4,216.48,2.64,3.55,174.66,2.13,1230.0,15.0,738.0
5581,0.48,0.94,4,231,4,0,0,0,marketing,medium,unsatisfied,very high performance,high hr,0.45119999999999993,1.92,110.88,1.92,3.76,217.14,3.76,924.0,16.0,924.0
5582,0.66,0.99,4,209,3,0,0,0,sales,medium,satisfied,very high performance,med hr,0.6534,2.64,137.94,1.98,3.96,206.91,2.9699999999999998,836.0,12.0,627.0
5583,0.58,0.5,3,144,3,0,0,0,sales,medium,satisfied,low performance,low hr,0.29,1.7399999999999998,83.52,1.7399999999999998,1.5,72.0,1.5,432.0,9.0,432.0
5584,0.23,0.96,2,234,4,0,0,0,sales,medium,very unsatisfied,very high performance,high hr,0.2208,0.46,53.82,0.92,1.92,224.64,3.84,468.0,8.0,936.0
5585,0.86,0.77,5,230,2,0,0,0,sales,medium,very satisfied,high performance,med hr,0.6622,4.3,197.79999999999998,1.72,3.85,177.1,1.54,1150.0,10.0,460.0
5586,0.81,0.99,2,156,5,0,0,0,sales,medium,very satisfied,very high performance,low hr,0.8019000000000001,1.62,126.36000000000001,4.050000000000001,1.98,154.44,4.95,312.0,10.0,780.0
5587,0.75,0.54,6,138,4,1,0,0,sales,medium,satisfied,low performance,low hr,0.405,4.5,103.5,3.0,3.24,74.52000000000001,2.16,828.0,24.0,552.0
5588,0.49,0.89,2,233,4,1,0,0,sales,medium,unsatisfied,very high performance,high hr,0.4361,0.98,114.17,1.96,1.78,207.37,3.56,466.0,8.0,932.0
5589,0.31,0.5,3,262,5,0,0,0,sales,medium,unsatisfied,low performance,high hr,0.155,0.9299999999999999,81.22,1.55,1.5,131.0,2.5,786.0,15.0,1310.0
5590,0.83,0.75,6,215,5,0,0,0,sales,medium,very satisfied,high performance,med hr,0.6224999999999999,4.9799999999999995,178.45,4.1499999999999995,4.5,161.25,3.75,1290.0,30.0,1075.0
5591,0.7,0.55,4,227,3,0,0,0,sales,medium,satisfied,low performance,med hr,0.385,2.8,158.89999999999998,2.0999999999999996,2.2,124.85000000000001,1.6500000000000001,908.0,12.0,681.0
5592,0.49,0.99,3,199,3,0,0,0,sales,medium,unsatisfied,very high performance,med hr,0.4851,1.47,97.51,1.47,2.9699999999999998,197.01,2.9699999999999998,597.0,9.0,597.0
5593,0.57,0.92,3,238,2,0,0,0,sales,medium,satisfied,very high performance,high hr,0.5244,1.71,135.66,1.14,2.7600000000000002,218.96,1.84,714.0,6.0,476.0
5594,0.37,0.45,6,100,5,1,0,0,sales,medium,unsatisfied,low performance,low hr,0.1665,2.2199999999999998,37.0,1.85,2.7,45.0,2.25,600.0,30.0,500.0
5595,0.69,0.75,3,179,2,1,0,0,sales,high,satisfied,high performance,med hr,0.5175,2.07,123.50999999999999,1.38,2.25,134.25,1.5,537.0,6.0,358.0
5596,0.62,0.98,4,107,2,0,0,0,sales,low,satisfied,very high performance,low hr,0.6076,2.48,66.34,1.24,3.92,104.86,1.96,428.0,8.0,214.0
5597,0.5,0.68,4,274,4,0,0,0,sales,medium,unsatisfied,average performance,high hr,0.34,2.0,137.0,2.0,2.72,186.32000000000002,2.72,1096.0,16.0,1096.0
5598,0.81,0.73,4,272,2,0,0,0,sales,medium,very satisfied,high performance,high hr,0.5913,3.24,220.32000000000002,1.62,2.92,198.56,1.46,1088.0,8.0,544.0
5599,0.2,0.41,6,264,3,0,0,0,sales,medium,very unsatisfied,low performance,high hr,0.082,1.2000000000000002,52.800000000000004,0.6000000000000001,2.46,108.24,1.23,1584.0,18.0,792.0
5600,0.22,0.58,2,255,5,0,0,0,sales,medium,very unsatisfied,average performance,high hr,0.1276,0.44,56.1,1.1,1.16,147.89999999999998,2.9,510.0,10.0,1275.0
5601,0.63,0.79,5,215,2,1,0,0,accounting,medium,satisfied,high performance,med hr,0.49770000000000003,3.15,135.45,1.26,3.95,169.85,1.58,1075.0,10.0,430.0
5602,0.68,0.53,3,156,4,0,0,0,accounting,medium,satisfied,low performance,low hr,0.36040000000000005,2.04,106.08000000000001,2.72,1.59,82.68,2.12,468.0,12.0,624.0
5603,0.52,0.49,3,146,2,1,0,0,accounting,medium,unsatisfied,low performance,low hr,0.2548,1.56,75.92,1.04,1.47,71.53999999999999,0.98,438.0,6.0,292.0
5604,0.22,0.52,6,217,6,0,0,0,hr,medium,very unsatisfied,low performance,med hr,0.1144,1.32,47.74,1.32,3.12,112.84,3.12,1302.0,36.0,1302.0
5605,0.51,0.82,3,206,4,0,0,0,hr,medium,unsatisfied,high performance,med hr,0.41819999999999996,1.53,105.06,2.04,2.46,168.92,3.28,618.0,12.0,824.0
5606,0.66,0.92,4,239,3,0,0,0,hr,medium,satisfied,very high performance,high hr,0.6072000000000001,2.64,157.74,1.98,3.68,219.88,2.7600000000000002,956.0,12.0,717.0
5607,0.26,0.37,2,232,3,1,0,0,hr,low,very unsatisfied,low performance,high hr,0.09620000000000001,0.52,60.32,0.78,0.74,85.84,1.1099999999999999,464.0,6.0,696.0
5608,0.42,0.4,3,160,2,0,0,0,technical,low,unsatisfied,low performance,low hr,0.168,1.26,67.2,0.84,1.2000000000000002,64.0,0.8,480.0,6.0,320.0
5609,0.86,0.77,5,237,3,1,0,0,technical,low,very satisfied,high performance,high hr,0.6622,4.3,203.82,2.58,3.85,182.49,2.31,1185.0,15.0,711.0
5610,0.52,0.68,3,162,4,1,0,0,technical,low,unsatisfied,average performance,low hr,0.3536,1.56,84.24000000000001,2.08,2.04,110.16000000000001,2.72,486.0,12.0,648.0
5611,0.95,0.64,3,138,4,1,0,0,technical,low,very satisfied,average performance,low hr,0.608,2.8499999999999996,131.1,3.8,1.92,88.32000000000001,2.56,414.0,12.0,552.0
5612,0.63,0.94,2,228,2,1,0,0,technical,low,satisfied,very high performance,med hr,0.5922,1.26,143.64000000000001,1.26,1.88,214.32,1.88,456.0,4.0,456.0
5613,1.0,0.54,3,151,2,1,0,0,technical,low,very satisfied,low performance,low hr,0.54,3.0,151.0,2.0,1.62,81.54,1.08,453.0,6.0,302.0
5614,0.54,0.58,3,169,2,1,0,0,technical,high,unsatisfied,average performance,low hr,0.3132,1.62,91.26,1.08,1.7399999999999998,98.02,1.16,507.0,6.0,338.0
5615,0.9,0.7,3,147,4,0,0,0,technical,low,very satisfied,average performance,low hr,0.63,2.7,132.3,3.6,2.0999999999999996,102.89999999999999,2.8,441.0,12.0,588.0
5616,0.49,0.99,6,205,5,0,0,0,technical,high,unsatisfied,very high performance,med hr,0.4851,2.94,100.45,2.45,5.9399999999999995,202.95,4.95,1230.0,30.0,1025.0
5617,0.81,0.6,3,140,2,0,0,0,technical,high,very satisfied,average performance,low hr,0.486,2.43,113.4,1.62,1.7999999999999998,84.0,1.2,420.0,6.0,280.0
5618,0.5,0.66,4,150,4,0,0,0,technical,low,unsatisfied,average performance,low hr,0.33,2.0,75.0,2.0,2.64,99.0,2.64,600.0,16.0,600.0
5619,0.7,0.88,4,191,3,1,0,0,support,low,satisfied,very high performance,med hr,0.616,2.8,133.7,2.0999999999999996,3.52,168.08,2.64,764.0,12.0,573.0
5620,0.5,0.85,4,150,2,0,0,0,support,high,unsatisfied,high performance,low hr,0.425,2.0,75.0,1.0,3.4,127.5,1.7,600.0,8.0,300.0
5621,0.98,0.66,2,255,3,0,0,0,support,low,very satisfied,average performance,high hr,0.6468,1.96,249.9,2.94,1.32,168.3,1.98,510.0,6.0,765.0
5622,0.86,0.51,3,230,3,0,0,0,support,medium,very satisfied,low performance,med hr,0.4386,2.58,197.79999999999998,2.58,1.53,117.3,1.53,690.0,9.0,690.0
5623,0.93,0.77,3,202,5,0,0,0,support,high,very satisfied,high performance,med hr,0.7161000000000001,2.79,187.86,4.65,2.31,155.54,3.85,606.0,15.0,1010.0
5624,0.62,0.75,3,180,3,0,0,0,support,medium,satisfied,high performance,med hr,0.46499999999999997,1.8599999999999999,111.6,1.8599999999999999,2.25,135.0,2.25,540.0,9.0,540.0
5625,0.64,0.57,3,179,3,0,0,0,support,medium,satisfied,low performance,med hr,0.36479999999999996,1.92,114.56,1.92,1.71,102.02999999999999,1.71,537.0,9.0,537.0
5626,0.66,0.94,4,198,3,1,0,0,support,medium,satisfied,very high performance,med hr,0.6204,2.64,130.68,1.98,3.76,186.11999999999998,2.82,792.0,12.0,594.0
5627,0.65,0.86,4,267,2,0,0,0,support,medium,satisfied,very high performance,high hr,0.559,2.6,173.55,1.3,3.44,229.62,1.72,1068.0,8.0,534.0
5628,0.89,0.84,3,166,2,0,0,0,support,high,very satisfied,high performance,low hr,0.7475999999999999,2.67,147.74,1.78,2.52,139.44,1.68,498.0,6.0,332.0
5629,0.77,0.58,4,162,2,0,0,0,support,medium,satisfied,average performance,low hr,0.4466,3.08,124.74000000000001,1.54,2.32,93.96,1.16,648.0,8.0,324.0
5630,0.4,0.36,4,128,4,0,0,0,technical,medium,unsatisfied,low performance,low hr,0.144,1.6,51.2,1.6,1.44,46.08,1.44,512.0,16.0,512.0
5631,0.36,0.44,4,114,4,0,0,0,technical,medium,unsatisfied,low performance,low hr,0.15839999999999999,1.44,41.04,1.44,1.76,50.160000000000004,1.76,456.0,16.0,456.0
5632,0.3,0.48,2,104,2,0,0,0,technical,high,very unsatisfied,low performance,low hr,0.144,0.6,31.2,0.6,0.96,49.92,0.96,208.0,4.0,208.0
5633,0.9,0.64,4,139,3,1,0,0,management,medium,very satisfied,average performance,low hr,0.5760000000000001,3.6,125.10000000000001,2.7,2.56,88.96000000000001,1.92,556.0,12.0,417.0
5634,0.23,0.49,5,214,5,0,0,0,IT,high,very unsatisfied,low performance,med hr,0.11270000000000001,1.1500000000000001,49.22,1.1500000000000001,2.45,104.86,2.45,1070.0,25.0,1070.0
5635,0.24,0.79,2,175,5,0,0,0,IT,low,very unsatisfied,high performance,med hr,0.1896,0.48,42.0,1.2,1.58,138.25,3.95,350.0,10.0,875.0
5636,0.98,0.92,4,175,2,0,0,0,IT,medium,very satisfied,very high performance,med hr,0.9016000000000001,3.92,171.5,1.96,3.68,161.0,1.84,700.0,8.0,350.0
5637,0.49,0.48,2,186,2,0,0,0,IT,medium,unsatisfied,low performance,med hr,0.2352,0.98,91.14,0.98,0.96,89.28,0.96,372.0,4.0,372.0
5638,0.23,0.48,3,139,4,0,0,0,IT,medium,very unsatisfied,low performance,low hr,0.1104,0.6900000000000001,31.970000000000002,0.92,1.44,66.72,1.92,417.0,12.0,556.0
5639,0.79,0.71,3,202,3,0,0,0,product_mng,medium,very satisfied,average performance,med hr,0.5609,2.37,159.58,2.37,2.13,143.42,2.13,606.0,9.0,606.0
5640,0.21,0.76,4,165,6,1,0,0,product_mng,low,very unsatisfied,high performance,low hr,0.1596,0.84,34.65,1.26,3.04,125.4,4.5600000000000005,660.0,24.0,990.0
5641,0.38,0.92,5,238,2,0,0,0,product_mng,low,unsatisfied,very high performance,high hr,0.3496,1.9,90.44,0.76,4.6000000000000005,218.96,1.84,1190.0,10.0,476.0
5642,0.17,0.59,4,179,4,0,0,0,product_mng,low,very unsatisfied,average performance,med hr,0.1003,0.68,30.430000000000003,0.68,2.36,105.61,2.36,716.0,16.0,716.0
5643,0.56,0.69,5,239,2,1,0,0,IT,low,unsatisfied,average performance,high hr,0.3864,2.8000000000000003,133.84,1.12,3.4499999999999997,164.91,1.38,1195.0,10.0,478.0
5644,0.97,0.7,5,195,2,1,0,0,RandD,low,very satisfied,average performance,med hr,0.6789999999999999,4.85,189.15,1.94,3.5,136.5,1.4,975.0,10.0,390.0
5645,0.22,0.78,6,206,6,0,0,0,RandD,low,very unsatisfied,high performance,med hr,0.1716,1.32,45.32,1.32,4.68,160.68,4.68,1236.0,36.0,1236.0
5646,0.84,0.88,3,194,3,0,0,0,RandD,low,very satisfied,very high performance,med hr,0.7392,2.52,162.96,2.52,2.64,170.72,2.64,582.0,9.0,582.0
5647,0.64,0.63,5,105,5,1,0,0,RandD,low,satisfied,average performance,low hr,0.4032,3.2,67.2,3.2,3.15,66.15,3.15,525.0,25.0,525.0
5648,0.78,0.69,5,256,3,0,0,0,RandD,low,satisfied,average performance,high hr,0.5382,3.9000000000000004,199.68,2.34,3.4499999999999997,176.64,2.07,1280.0,15.0,768.0
5649,0.23,0.4,6,110,4,1,0,0,marketing,low,very unsatisfied,low performance,low hr,0.09200000000000001,1.3800000000000001,25.3,0.92,2.4000000000000004,44.0,1.6,660.0,24.0,440.0
5650,0.99,0.82,6,185,4,1,0,0,sales,high,very satisfied,high performance,med hr,0.8118,5.9399999999999995,183.15,3.96,4.92,151.7,3.28,1110.0,24.0,740.0
5651,0.15,0.76,4,255,6,0,0,0,accounting,low,very unsatisfied,high performance,high hr,0.11399999999999999,0.6,38.25,0.8999999999999999,3.04,193.8,4.5600000000000005,1020.0,24.0,1530.0
5652,0.24,0.96,3,174,6,0,0,0,support,low,very unsatisfied,very high performance,low hr,0.2304,0.72,41.76,1.44,2.88,167.04,5.76,522.0,18.0,1044.0
5653,0.84,0.71,4,273,3,0,0,0,technical,low,very satisfied,average performance,high hr,0.5963999999999999,3.36,229.32,2.52,2.84,193.82999999999998,2.13,1092.0,12.0,819.0
5654,0.82,0.58,2,248,6,0,0,0,management,low,very satisfied,average performance,high hr,0.4755999999999999,1.64,203.35999999999999,4.92,1.16,143.84,3.4799999999999995,496.0,12.0,1488.0
5655,0.17,0.86,3,286,6,0,0,0,marketing,high,very unsatisfied,very high performance,high hr,0.1462,0.51,48.620000000000005,1.02,2.58,245.96,5.16,858.0,18.0,1716.0
5656,0.72,0.71,5,248,2,0,0,0,marketing,low,satisfied,average performance,high hr,0.5112,3.5999999999999996,178.56,1.44,3.55,176.07999999999998,1.42,1240.0,10.0,496.0
5657,0.86,0.91,3,234,3,1,0,0,marketing,low,very satisfied,very high performance,high hr,0.7826,2.58,201.24,2.58,2.73,212.94,2.73,702.0,9.0,702.0
5658,0.75,0.55,3,162,3,0,0,0,sales,low,satisfied,low performance,low hr,0.41250000000000003,2.25,121.5,2.25,1.6500000000000001,89.10000000000001,1.6500000000000001,486.0,9.0,486.0
5659,0.93,0.82,5,272,3,0,0,0,sales,high,very satisfied,high performance,high hr,0.7626,4.65,252.96,2.79,4.1,223.04,2.46,1360.0,15.0,816.0
5660,0.75,0.52,3,260,3,1,0,0,sales,low,satisfied,low performance,high hr,0.39,2.25,195.0,2.25,1.56,135.20000000000002,1.56,780.0,9.0,780.0
5661,0.45,0.55,3,151,3,0,0,0,sales,medium,unsatisfied,low performance,low hr,0.24750000000000003,1.35,67.95,1.35,1.6500000000000001,83.05000000000001,1.6500000000000001,453.0,9.0,453.0
5662,0.44,0.87,2,140,4,0,0,0,sales,high,unsatisfied,very high performance,low hr,0.3828,0.88,61.6,1.76,1.74,121.8,3.48,280.0,8.0,560.0
5663,0.55,0.9,5,237,3,0,0,0,sales,medium,unsatisfied,very high performance,high hr,0.49500000000000005,2.75,130.35000000000002,1.6500000000000001,4.5,213.3,2.7,1185.0,15.0,711.0
5664,0.78,0.56,5,252,2,0,0,0,sales,high,satisfied,low performance,high hr,0.4368000000000001,3.9000000000000004,196.56,1.56,2.8000000000000003,141.12,1.12,1260.0,10.0,504.0
5665,0.5,0.52,4,178,3,0,0,0,sales,medium,unsatisfied,low performance,med hr,0.26,2.0,89.0,1.5,2.08,92.56,1.56,712.0,12.0,534.0
5666,0.96,0.66,4,268,3,0,0,0,sales,medium,very satisfied,average performance,high hr,0.6336,3.84,257.28,2.88,2.64,176.88,1.98,1072.0,12.0,804.0
5667,0.72,0.53,5,244,4,0,0,0,sales,medium,satisfied,low performance,high hr,0.3816,3.5999999999999996,175.68,2.88,2.6500000000000004,129.32,2.12,1220.0,20.0,976.0
5668,0.77,0.55,3,225,3,0,0,0,sales,medium,satisfied,low performance,med hr,0.42350000000000004,2.31,173.25,2.31,1.6500000000000001,123.75000000000001,1.6500000000000001,675.0,9.0,675.0
5669,0.89,0.94,5,223,3,0,0,0,sales,medium,very satisfied,very high performance,med hr,0.8366,4.45,198.47,2.67,4.699999999999999,209.61999999999998,2.82,1115.0,15.0,669.0
5670,0.58,0.79,4,149,6,0,0,0,sales,medium,satisfied,high performance,low hr,0.4582,2.32,86.41999999999999,3.4799999999999995,3.16,117.71000000000001,4.74,596.0,24.0,894.0
5671,0.75,0.96,5,190,3,0,0,0,sales,medium,satisfied,very high performance,med hr,0.72,3.75,142.5,2.25,4.8,182.4,2.88,950.0,15.0,570.0
5672,0.77,0.8,4,167,3,0,0,0,sales,medium,satisfied,high performance,low hr,0.6160000000000001,3.08,128.59,2.31,3.2,133.6,2.4000000000000004,668.0,12.0,501.0
5673,0.76,0.87,4,161,3,0,0,0,sales,high,satisfied,very high performance,low hr,0.6612,3.04,122.36,2.2800000000000002,3.48,140.07,2.61,644.0,12.0,483.0
